,Index,Dish,Instructions,Ingredients
45,1152831,Pheasant In Orange Sauce,"""Wash pheasant and pat dry."", ""Sprinkle on both sides with paprika."", ""Heat 2 tablespoons of butter in a skillet and cook pheasant on both sides till browned."", ""Add more butter if needed."", ""Mix water and bouillon and pour over pheasant."", ""Lower heat and cover and simmer for thirty minutes until tender."", ""Add water if needed and turn meat several times."", ""Combine remaining ingredients."", ""Let liquid on pheasant cook away and then baste orange sauce over the meat."", ""Simmer uncovered and baste frequently for 10-15 minutes."", ""Serves 2. Great served with rice.""","""paprika"", ""butter"", ""water"", ""instant chicken"", ""orange marmalade"", ""orange juice"", ""pumpkin pie spice"""
46,1047763,Vegan Cuban Black Beans,"""Cover dry beans with water and let stand covered overnight. Change water and soak additional hours (if possible). Drain and discard water."", ""Add the beans to large pot and add water. If you want add, 2 tbs of olive oil (oil prevents the beans from foaming). Bring the beans to a boil, reduce heat to low, cover and cook until the beans are tender, about 1 hour."", ""Finely chop onion, peppers and garlic."", ""Saute onions, green pepper, pepper flakes and garlic in a 1/4 cup of stock until the onions are translucent. Use a little cooking spray if needed."", ""Add the onion mixture to the cooked beans as well as the oregano, cumin, bay leaf, vinegar, and stock. Cover and simmer over low heat for 15 to 20 minutes, stirring occasionally."", ""Remove bay leaf and take 1 cup of beans the cooked beans and mash them into a thick paste. Add the mashed beans back to the pot to thicken the sauce."", ""Add additional salt and pepper to taste."", ""Stir in the agave nectar and drizzle olive oil over beans. Cover and let stand for about 10 minutes. Garnish with cilantro and serve over white rice. YUMMY.""","""black beans"", ""water"", ""onions"", ""green bell peppers"", ""garlic"", ""olive oil"", ""chili pepper"", ""oregano"", ""cumin"", ""bay leaf"", ""nectar"", ""cider vinegar"", ""vegetable stock"", ""cilantro"""
47,449463,Asparagus Roll-Ups,"""Bring egg and cheeses to room temperature."", ""Combine egg with both cheeses.""","""cheese"", ""egg"", ""bread"", ""cream cheese"", ""butter"""
48,1409121,Chocolate Hazelnut Rugelach,"""In stand mixer fitted with paddle attachment cream the cream cheese and butter until light. Add the sugar, salt and vanilla. With mixer on low add the flour and mix just to combine. Dump dough onto work surface form into a ball cut into four quarters and wrap each in plastic wrap, refrigerate for one hour"", ""Pre-heat oven to 350 degrees, line a sheet pan with parchment and spread hazelnuts on pan. Toast in oven approximately 6-8 minutes take them out when you can smell the nuts. If you want to remove the skins you can do so by rubbing the nuts in a tea towel. I don't do that. Chop the nuts and mix with the brown sugar and cinnamon and set aside."", ""If using preserves add to food processor and puree until smooth, remove and set aside. Chop chocolate into very small pieces, cover and set aside."", ""Take your dough out of the refrigerator working with one quarter at a time. On floured work surface roll dough into a 9 inch circle. (I use a lid from my dutch oven and cut around it making a neat circle) spread jam on dough, sprinkle with hazelnuts and chocolate. Press the nuts and chocolate lightly with your hand. Cut first into quarters and then each quarter into 3 equal wedges, you will have 12 when finished, Roll each wedge starting from the largest end rolling to the smallest end."", ""Place rugelach on parchment lined sheet. pan Brush with egg wash and sprinkle with sugar.Chill in the refrigerator before baking for 15 minutes. Bake at 350 degrees for 15-20 minutes until golden brown.\r\nRepeat with each quarter of the dough.\r\nDough can be refrigerated for 2-3 days or frozen for later use.""","""filling"", ""cream cheese"", ""butter"", ""granulated sugar +"", ""kosher salt"", ""vanilla"", ""flour"", ""hazelnuts"", ""apricot jam(If"", ""chocolate"", ""light brown sugar packed"", ""cinnamon"", ""Dough"", ""hazelnuts"", ""chocolate"", ""egg"", ""sugar"""
49,1304795,Romaine- And Egg-Stuffed Tomatoes With Pancetta ,"""Cook pancetta in 2 tablespoons oil in a 10- to 12-inch heavy skillet over moderate heat, stirring occasionally, until golden and crisp, 4 to 7 minutes. Transfer with a slotted spoon to paper towels to drain, reserving fat in skillet."", ""Strip romaine leaves from stems, reserving both separately, then tear leaves into roughly 2-inch pieces. Measure 4 loosely packed cups of leaves and reserve remainder. With motor running, add garlic to food processor to finely chop. Turn off and add the 4 cups romaine leaves along with the parsley, 1/4 teaspoon salt, 1/4 teaspoon pepper, and cheese, then pulse until finely chopped. With motor running, add remaining cup oil in a slow stream, blending until incorporated."", ""Put oven rack in upper third of oven and preheat oven to 400\u00b0F."", ""Cut off about 1/8 inch from top of each tomato with a sharp knife. Gently scrape out pulp and seeds with a spoon and discard them. Put tomatoes, cut sides up, in a 9-inch glass or ceramic dish and spoon 1 tablespoon romaine-parsley pesto into each tomato (you will have extra pesto). Crack 1 egg into each tomato and season with salt and pepper. Bake eggs in tomatoes until whites are set and yolks are still runny, 18 to 22 minutes."", ""While eggs bake, heat fat in skillet over moderate heat until hot but not smoking, then cook remaining torn romaine leaves and stems, 1/4 teaspoon salt, and 1/8 teaspoon black pepper, turning and stirring with tongs, until leaves are wilted and stems are crisp-tender, about 3 minutes. Stir in pancetta and divide mixture among 6 plates. Top each serving with a tomato and sprinkle with additional cheese.""","""pancetta"", ""extra-virgin olive oil"", ""head romaine"", ""garlic"", ""parsley"", ""salt"", ""black pepper"", ""tomatoes"", ""eggs"""
50,378846,Complete Breakfast Casserole,"""Night Before:"", ""Fit slices of buttered bread snugly in a 9 x 13-inch pan."", ""Top each slice with 2 slices boiled ham and 2 slices of cheese."", ""Top with slices of buttered bread (butter side down).""","""buttered bread"", ""ham"", ""cheese"", ""eggs"", ""milk"", ""dry mustard"", ""salt"", ""cornflakes"", ""margarine"""
51,959505,Midori Margarita (Alcoholic Beverage),"""Blend with crushed ice or serve over the rocks.""","""liqueur"", ""tequila"""
52,1892570,Tomatoes,"""Bring a pot of water to a boil."", ""With a paring knife, cut out the core of the tomato."", ""Turn the tomato over and cross slash the bottom of the tomato."", ""Immerse the tomato in boiling water for about 10 seconds, depending on the ripeness, or until the skin starts to curl and blister."", ""Remove the tomatoes from the water and shock in an ice-bath."", ""Using a knife, peel the skin off the tomatoes."", ""To seed the tomato, gently squeeze the seeds out."", ""For concaise, using a French knife, cut the tomato in half, slice, and roughly chop.""","""Italian Roma tomatoes"", ""beef steak tomatoes"", ""tomatoes"""
53,248345,Quick Barbecue Beef Bake,"""Heat oven to 400\u00b0."", ""Cook ground beef and 1/2 cup of the onions in a 10-inch skillet until beef is browned; drain."", ""Stir in barbecue sauce."", ""Spoon into ungreased 13 x 9 x 2-inch baking dish. Sprinkle with cheese."", ""Stir baking mix, milk and eggs until blended."", ""Pour over beef mixture."", ""Sprinkle with remaining onion. Bake 25 to 27 minutes or until crust is light golden brown. Serves 8 to 10.""","""ground beef"", ""onion"", ""barbecue sauce"", ""Cheddar cheese"", ""biscuit mix"", ""milk"", ""eggs"""
54,1234811,Cold-Brewed Coffee,"""Stir together the coffee grounds and water."", ""Cover and let sit overnight."", ""Strain through cheesecloth or a fine mesh strainer. Strain 2-3 times to remove grounds and silt."", ""This creates a concentrate; to dilute to appropriate proportions, add one part water to one part coffee (i.e., use 1/2 cup coffee concentrate and 1/2 cup water). Add water or coffee concentrate to adjust to your personal tastes."", ""For hot coffee, put it in the microwave for 1-2 minutes."", ""For iced coffee, refrigerate and serve over ice.""","""ground coffee"", ""water"""
55,1924858,Apple Tart Tatin,"""Preheat oven 425 degrees F."", ""In a saucepan, melt the butter until slightly bubbly."", ""Add the sugar and stir in with a wooden spoon."", ""Once blended, add the vanilla and cinnamon stick and stir to combine and bring out the vanilla caviar."", ""Continue simmering to make a caramel."", ""Stir in the brandy and orange juice to deglaze the pan and continue cooking until it becomes a smooth caramel."", ""Pour 2 ounces into the bottom of each of 6 ramekins, then place 4 pieces of apple in each 8-ounce ramekin."", ""Top off with a little more caramel and bake 15 to 20 minutes until almost tender."", ""Top with rounds of puff pastry and bake another 10 to 15 minutes or until the pastry is golden brown."", ""Let cool and turn upside down onto a plate to remove from ramekins.""","""butter"", ""sugar"", ""vanilla bean split"", ""cinnamon"", ""vanilla brandy"", ""orange juice"", ""green apples"", ""pastry disks"""
56,824379,Corn Casserole,"""Prepare rice according to package directions."", ""Melt butter in casserole dish."", ""Mix rice, corn, soups and 1/2 cup cheese."", ""Pour in dish."", ""Bake at 350\u00b0 for 30 minutes."", ""Add 1/2 cup cheese on top and allow to melt.""","""rice"", ""Mexicorn"", ""cream of chicken soup"", ""cream of celery soup"", ""butter"", ""Cheddar cheese"""
57,376256,Hershey Kiss Cookies,"""Combine all ingredients except chocolate kisses."", ""Mix on low speed until dough firms."", ""Roll into balls and roll in sugar."", ""Bake at 375\u00b0 for 10 to 12 minutes."", ""Remove from oven; place a kiss on each cookie."", ""Press until cookie cracks and place in oven for 1 to 2 minutes.""","""flour"", ""sugar"", ""brown sugar"", ""shortening"", ""peanut butter"", ""egg"", ""vanilla"", ""milk"", ""chocolate kisses"""
58,2051784,Roasted Yellow Pepper Bruschetta,"""Blend first 3 ingredients and 3 tablespoons oil in small bowl."", ""Season topping with salt and pepper."", ""Char bell peppers over gas flame or in broiler until blackened on all sides."", ""Enclose in paper bag; let stand 10 minutes."", ""Peel, seed, and slice peppers."", ""Preheat oven to 375F."", ""Arrange bread slices on baking sheet; brush with 2 tablespoons oil."", ""Top bread with peppers and cheese shavings."", ""Bake until Asiago melts, about 12 minutes."", ""Transfer bruschetta to plates."", ""Spoon on tomato topping; sprinkle with Parmesan.""","""tomatoes"", ""basil"", ""balsamic vinegar"", ""olive oil"", ""yellow bell peppers"", ""country-style bread"", ""cheese"", ""Parmesan cheese"""
59,1177090,Lex'S Roast Chicken,"""Preheat oven to 375 degrees."", ""Saute onions and celery in olive oil over medium heat for about 10 minutes; stirring occasionally."", ""Add zest, salt, garlic, pepper, thyme, and red pepper; continue to saute until onions and celery are soft and translucent, about 5 more minutes; remove from hear. Stir in parsley and set aside."", ""Spray chicken on both sides with cooking spray; season with pepper and salt."", ""Layer bread, onion mixture, then chicken in a lightly oiled pan."", ""Pour lemon juice over chicken (the amount of lemon juice depends upon what you prefer) and roast, uncovered for 1 1/2 hours, or until golden brown and at least 160-165 degrees. Check for doneness the last 15 minutes."", ""Remove from oven and serve, spoon some bread and vegetables onto each plate and top with chicken. Enjoy!""","""extra virgin olive oil"", ""onions"", ""celery"", ""lemon zest"", ""kosher salt"", ""garlic"", ""fresh ground pepper"", ""thyme"", ""red pepper"", ""fresh Italian parsley"", ""bread"", ""cooking spray"", ""whole chickens"", ""fresh ground pepper"", ""kosher salt"", ""lemon"""
60,1563800,Pop Doodle,"""Mix egg, oil, milk, and water. Separately combine the dry ingredients, except the cinnamon-sugar. Add the dry mixture to the egg mixture, mixing quickly."", ""Pour into a greased 9\"" pie pan. Sprinkle with cinnamon-sugar. Bake for 20 minutes at 400 degrees."", ""Serve hot!""","""Flour"", ""Sugar"", ""Baking Powder"", ""\u00bc"", ""Egg"", ""Oil"", ""Milk"", ""Water"", ""Cinnamon-sugar"""
61,1809423,Nikki Oneills Pork Roast,"""Have the butcher loosen the bottom bone in the roast."", ""Line a roasting pan with foil, and add the roast."", ""Cover loosely with foil."", ""Bake at 325 degrees for 25 to 30 minutes per pound of meat."", ""Toward the last hour of baking time, combine the garlic, apples, molasses and ginger in a saucepan."", ""Parboil the potatoes."", ""Uncover the roast, add the potatoes to the pan, and spread the sauce over the meat."", ""Cook until meat is done.""","""center"", ""garlic"", ""applesauce"", ""molasses"", ""ginger"", ""potato"""
